19,19
[floor1]
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,A1,0,-1,0,0,0,0,K1,-1,0,0,D3,0,0,-1,0,0,-1
-1,0,0,0,0,UP,-1,0,0,D2,0,0,-1,0,0,D5,K4,0,-1
-1,-1,0,-1,-1,-1,-1,D1,-1,-1,-1,-1,-1,-1,-1,-1,D4,-1,-1
-1,0,0,-1,0,0,-1,0,0,D5,0,0,-1,UP,0,-1,0,0,-1
-1,0,0,D1,0,0,-1,0,K5,-1,0,0,-1,0,0,D3,0,0,-1
-1,D1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,D4,-1
-1,0,0,-1,0,0,-1,0,0,D3,0,0,-1,0,0,0,0,0,-1
-1,0,K3,D5,K2,0,D2,0,0,-1,0,0,D7,0,0,-1,0,0,-1
-1,D3,-1,-1,-1,D6,-1,-1,-1,-1,D4,-1,-1,-1,-1,-1,D2,-1,-1
-1,0,0,-1,0,0,0,0,UP,-1,0,0,D6,0,0,0,0,0,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,K6,-1,0,0,-1,0,0,-1
-1,-1,-1,-1,-1,D4,-1,-1,-1,-1,D2,-1,-1,-1,D3,-1,-1,-1,-1
-1,0,0,-1,0,0,0,0,UP,-1,0,0,-1,0,0,D7,0,UP,-1
-1,0,0,D1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,K9,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,D9,-1
-1,0,0,D7,0,0,-1,0,UP,-1,0,0,D4,0,0,D8,0,0,-1
-1,K7,0,-1,0,0,0,0,0,-1,0,0,-1,K8,UP,-1,0,T1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[floor2]
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,UP,0,-1,0,0,-1
-1,0,0,D4,0,DO,-1,0,0,-1,0,0,0,0,0,D5,0,0,-1
-1,-1,-1,-1,-1,D5,-1,-1,-1,-1,D3,-1,-1,-1,0,-1,D4,-1,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,DO,0,-1,0,0,-1
-1,0,0,0,0,0,D6,0,0,0,0,0,-1,0,0,-1,0,0,-1
-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,D7,-1,-1,-1,0,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
-1,0,K10,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
-1,-1,D10,-1,-1,D1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1
-1,0,0,-1,0,0,-1,0,DO,0,0,0,-1,0,0,-1,0,0,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
-1,D10,-1,-1,0,-1,-1,-1,-1,-1,D2,-1,-1,-1,D7,-1,-1,D2,-1
-1,0,0,-1,0,0,-1,0,DO,-1,0,0,0,0,0,-1,0,DO,-1
-1,0,0,D3,0,0,0,0,0,-1,0,0,-1,0,0,D1,0,0,-1
-1,-1,0,-1,-1,D2,-1,D1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
-1,0,0,-1,0,0,-1,0,DO,-1,0,0,-1,UP,0,-1,0,0,-1
-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,DO,-1,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[floor3]
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,DO,0,-1,0,0,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
