20,20
[floor1]
A1,UP,A2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
A4,K1,A3,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,K5,0
0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,UP,T3
0,0,0,0,0,0,0,0,0,-1,-1,K6,0,0,0,0,0,-1,0,0
0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1
0,0,0,0,-1,0,-1,-1,-1,D1,D1,-1,-1,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,0
0,0,0,0,-1,0,-1,0,-1,D4,-1,-1,0,-1,0,-1,0,0,0,-1
0,0,-1,-1,-1,0,-1,0,-1,UP,K4,-1,0,-1,0,-1,0,0,0,0
0,0,-1,-1,-1,0,-1,0,-1,T1,T2,-1,0,-1,0,D3,0,0,-1,0
0,0,0,0,-1,0,-1,K2,-1,D5,-1,-1,0,-1,0,D3,0,0,0,0
0,0,0,0,-1,0,-1,0,0,0,0,0,UP,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,-1,-1,D2,D2,-1,-1,-1,0,-1,0,-1,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1
0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,UP,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,K3
[floor2]
A5,DO,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,UP,0,0,0
0,0,K7,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,DO,0
0,0,0,0,0,0,0,0,0,0,D7,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,-1,D6,D6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,D8
0,0,0,0,-1,0,-1,-1,-1,-1,-1,D6,D6,-1,0,-1,0,0,-1,0
0,0,0,0,-1,0,-1,0,0,0,D5,0,0,D6,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,-1,D3,-1,-1,0,D6,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,-1,T5,0,-1,0,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,-1,0,DO,-1,T6,-1,0,D6,0,0,0,0
-1,D8,D2,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,D6,0,0,0,0
0,0,0,0,-1,0,-1,0,0,0,0,0,DO,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,0,0,0,T7,-1,0,0,0,0,-1,0,0,0,0
0,0,0,0,-1,UP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,K8,0,0,0,0,0,0,0,DO,0
A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[floor3]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DO,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,D9,0,0,0,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,D1,0,0,0,0,0,K9,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,D3,0,0,-1,0,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,-1,T4,0,-1,0,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,D9,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,0,0,0,0,0,A7,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,-1,T8,0,0,0,-1,0,0,0,0
0,0,0,0,-1,DO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
